trip_id;start_latitude;start_longitude;zone_start;date;start_trip_hour
2Hire:3447757;-12.09736824;-77.02404022;Zona C;04/12/2019;9
2Hire:3432338;-12.12931824;-77.02404022;Zona E-1;02/12/2019;20
2Hire:3429308;-12.12938976;-77.02404022;Zona E-1;02/12/2019;16
2Hire:3446417;-12.12933731;-77.02404022;Zona E-1;04/12/2019;7
2Hire:3459839;-12.09724998;-77.02404022;Zona C;05/12/2019;9
2Hire:3448034;-12.12898445;-77.02404785;Zona E-1;04/12/2019;9
2Hire:3469400;-12.12169647;-77.02404785;Zona E-1;05/12/2019;20
2Hire:3459014;-12.12945461;-77.02404785;Zona E-1;05/12/2019;8
2Hire:3430554;-12.12943554;-77.02404785;Zona E-1;02/12/2019;18
2Hire:3431963;-12.08954906;-77.02404785;Zona H;02/12/2019;19
2Hire:3431768;-12.12938309;-77.02404785;Zona E-1;02/12/2019;19
2Hire:3444731;-12.12494087;-77.02404785;Zona E-1;03/12/2019;20
2Hire:3455386;-12.0894804;-77.02405548;Zona H;04/12/2019;19
2Hire:3444839;-12.12936592;-77.02405548;Zona E-1;03/12/2019;20
2Hire:3463311;-12.1294632;-77.02405548;Zona E-1;05/12/2019;13
2Hire:3449126;-12.12945461;-77.02406311;Zona E-1;04/12/2019;11
2Hire:3434784;-12.09710121;-77.02406311;Zona C;03/12/2019;7
2Hire:3469221;-12.09719944;-77.02406311;Zona C;05/12/2019;20
2Hire:3445353;-12.08940315;-77.02406311;Zona H;03/12/2019;22
2Hire:3432054;-12.08945084;-77.02406311;Zona H;02/12/2019;19
2Hire:3468578;-12.12940979;-77.02407074;Zona E-1;05/12/2019;19
2Hire:3456578;-12.08935928;-77.02407074;Zona H;04/12/2019;22
2Hire:3431501;-12.12939072;-77.02407074;Zona E-1;02/12/2019;19
2Hire:3446897;-12.08936787;-77.02407074;Zona H;04/12/2019;8
2Hire:3434840;-12.08936119;-77.02407074;Zona H;03/12/2019;7
2Hire:3429304;-12.12936211;-77.02407074;Zona E-1;02/12/2019;16
2Hire:3463929;-12.12938786;-77.02407074;Zona E-1;05/12/2019;14
2Hire:3431322;-12.09721088;-77.02407074;Zona C;02/12/2019;18
2Hire:3453972;-12.12460041;-77.02407837;Zona E-1;04/12/2019;17
2Hire:3469471;-12.08941364;-77.02407837;Zona H;05/12/2019;20
2Hire:3437375;-12.097188;-77.02407837;Zona C;03/12/2019;10
2Hire:3467267;-12.09473324;-77.02407837;Zona B;05/12/2019;18
2Hire:3431358;-12.0894537;-77.024086;Zona H;02/12/2019;18
2Hire:3446317;-12.08940125;-77.024086;Zona H;04/12/2019;6
2Hire:3429263;-12.08942413;-77.024086;Zona H;02/12/2019;16
2Hire:3424355;-12.08938217;-77.024086;Zona H;02/12/2019;9
2Hire:3446955;-12.08946419;-77.024086;Zona H;04/12/2019;8
2Hire:3455664;-12.09712124;-77.024086;Zona C;04/12/2019;19
2Hire:3437041;-12.09712315;-77.02409363;Zona C;03/12/2019;10
2Hire:3434639;-12.0894556;-77.02409363;Zona H;03/12/2019;7
2Hire:3466824;-12.08940983;-77.02409363;Zona H;05/12/2019;17
2Hire:3424988;-12.0972023;-77.02409363;Zona C;02/12/2019;10
2Hire:3431805;-12.09220982;-77.02409363;Zona B;02/12/2019;19
2Hire:3436224;-12.09722996;-77.02409363;Zona C;03/12/2019;9
2Hire:3442302;-12.12936115;-77.02410126;Zona E-1;03/12/2019;17
2Hire:3423732;-12.09721279;-77.02410126;Zona C;02/12/2019;8
2Hire:3444057;-12.09720516;-77.02410126;Zona C;03/12/2019;19
2Hire:3436977;-12.08944607;-77.02410889;Zona H;03/12/2019;9
2Hire:3427382;-12.08941078;-77.02410889;Zona H;02/12/2019;13
2Hire:3436527;-12.09376812;-77.02410889;Zona B;03/12/2019;9
2Hire:3423737;-12.08940125;-77.02410889;Zona H;02/12/2019;8
2Hire:3454044;-12.12939644;-77.02410889;Zona E-1;04/12/2019;17
2Hire:3453557;-12.12940884;-77.02410889;Zona E-1;04/12/2019;16
2Hire:3434364;-12.08941555;-77.02410889;Zona H;03/12/2019;7
2Hire:3459642;-12.09703255;-77.02410889;Zona C;05/12/2019;9
2Hire:3443713;-12.09721947;-77.02410889;Zona C;03/12/2019;18
2Hire:3447299;-12.08941269;-77.02411652;Zona H;04/12/2019;8
2Hire:3449098;-12.12822342;-77.02411652;Zona E-1;04/12/2019;11
2Hire:3448152;-12.08940506;-77.02411652;Zona H;04/12/2019;9
2Hire:3439102;-12.12937641;-77.02411652;Zona E-1;03/12/2019;13
2Hire:3449207;-12.08939838;-77.02411652;Zona H;04/12/2019;11
2Hire:3431462;-12.08936691;-77.02411652;Zona H;02/12/2019;18
2Hire:3432711;-12.08935356;-77.02411652;Zona H;02/12/2019;21
2Hire:3438393;-12.09706497;-77.02411652;Zona C;03/12/2019;12
2Hire:3453163;-12.09211063;-77.02412415;Zona B;04/12/2019;16
2Hire:3447331;-12.08932018;-77.02412415;Zona H;04/12/2019;8
2Hire:3436912;-12.09721661;-77.02412415;Zona C;03/12/2019;9
2Hire:3437978;-12.09140491;-77.02412415;Zona B;03/12/2019;11
2Hire:3448217;-12.08940887;-77.02412415;Zona H;04/12/2019;9
2Hire:3447628;-12.09717655;-77.02413177;Zona C;04/12/2019;8
2Hire:3431597;-12.08943558;-77.02413177;Zona H;02/12/2019;19
2Hire:3446924;-12.09741497;-77.02413177;Zona C;04/12/2019;8
2Hire:3434331;-12.08947277;-77.0241394;Zona H;03/12/2019;7
2Hire:3449401;-12.12901497;-77.0241394;Zona E-1;04/12/2019;11
2Hire:3455453;-12.08960819;-77.0241394;Zona H;04/12/2019;19
2Hire:3456784;-12.08938408;-77.0241394;Zona H;04/12/2019;23
2Hire:3425452;-12.0921011;-77.0241394;Zona B;02/12/2019;11
2Hire:3454604;-12.09720039;-77.0241394;Zona C;04/12/2019;18
2Hire:3438031;-12.08940411;-77.0241394;Zona H;03/12/2019;11
2Hire:3435692;-12.0968008;-77.0241394;Zona C;03/12/2019;8
2Hire:3451822;-12.12427616;-77.02414703;Zona E-1;04/12/2019;14
2Hire:3444194;-12.08936977;-77.02414703;Zona H;03/12/2019;19
2Hire:3468805;-12.08940125;-77.02414703;Zona H;05/12/2019;19
2Hire:3455515;-12.089468;-77.02414703;Zona H;04/12/2019;19
2Hire:3427146;-12.09709263;-77.02414703;Zona C;02/12/2019;13
2Hire:3469420;-12.09578514;-77.02414703;Zona C;05/12/2019;20
2Hire:3456493;-12.08938694;-77.02415466;Zona H;04/12/2019;21
2Hire:3459032;-12.0893774;-77.02415466;Zona H;05/12/2019;8
2Hire:3454587;-12.12937355;-77.02415466;Zona E-1;04/12/2019;18
2Hire:3435717;-12.08945274;-77.02415466;Zona H;03/12/2019;8
2Hire:3459876;-12.08941555;-77.02415466;Zona H;05/12/2019;9
2Hire:3445310;-12.08939171;-77.02415466;Zona H;03/12/2019;22
2Hire:3462369;-12.12430573;-77.02416229;Zona E-1;05/12/2019;12
2Hire:3451332;-12.08939171;-77.02416229;Zona H;04/12/2019;14
2Hire:3467088;-12.09721756;-77.02416229;Zona C;05/12/2019;17
2Hire:3445217;-12.12526608;-77.02416229;Zona E-1;03/12/2019;21
2Hire:3443366;-12.09714031;-77.02416229;Zona C;03/12/2019;18
2Hire:3423174;-12.08947277;-77.02416229;Zona H;02/12/2019;8
2Hire:3424114;-12.09541416;-77.02416229;Zona B;02/12/2019;9
2Hire:3460133;-12.09727955;-77.02416992;Zona C;05/12/2019;9
2Hire:3447226;-12.08930874;-77.02417755;Zona H;04/12/2019;8
2Hire:3454793;-12.08943844;-77.02417755;Zona H;04/12/2019;18
2Hire:3432312;-12.12951088;-77.02417755;Zona E-1;02/12/2019;20
2Hire:3449601;-12.12425709;-77.02418518;Zona E-1;04/12/2019;12
2Hire:3462809;-12.12783527;-77.02418518;Zona E-1;05/12/2019;13
2Hire:3469441;-12.12964535;-77.02418518;Zona E-1;05/12/2019;20
2Hire:3467385;-12.0971241;-77.02419281;Zona C;05/12/2019;18
2Hire:3463774;-12.129632;-77.02419281;Zona E-1;05/12/2019;14
2Hire:3455254;-12.13391972;-77.02420044;Zona G;04/12/2019;18
2Hire:3432718;-12.08943844;-77.02420044;Zona H;02/12/2019;21
2Hire:3455943;-12.13076305;-77.02420044;Zona G;04/12/2019;19
2Hire:3431464;-12.08946133;-77.02420807;Zona H;02/12/2019;18
2Hire:3454607;-12.09730434;-77.02420807;Zona C;04/12/2019;18
2Hire:3447378;-12.08934116;-77.02420807;Zona H;04/12/2019;8
2Hire:3445377;-12.12819099;-77.02420807;Zona E-1;03/12/2019;22
2Hire:3450528;-12.08933353;-77.02420807;Zona H;04/12/2019;13
2Hire:3469839;-12.12963772;-77.0242157;Zona E-1;05/12/2019;21
2Hire:3465882;-12.0894146;-77.0242157;Zona H;05/12/2019;16
2Hire:3444886;-12.13070393;-77.0242157;Zona G;03/12/2019;20
2Hire:3431678;-12.09708214;-77.02422333;Zona C;02/12/2019;19
2Hire:3460066;-12.12885857;-77.02423096;Zona E-1;05/12/2019;9
2Hire:3460123;-12.12885857;-77.02423096;Zona E-1;05/12/2019;9
2Hire:3424372;-12.09782982;-77.02423096;Zona C;02/12/2019;9
2Hire:3462200;-12.08943367;-77.02423859;Zona H;05/12/2019;12
2Hire:3464952;-12.12883282;-77.02423859;Zona E-1;05/12/2019;15
2Hire:3449726;-12.09598541;-77.02423859;Zona C;04/12/2019;12
2Hire:3448301;-12.13082027;-77.02423859;Zona G;04/12/2019;9
2Hire:3430984;-12.08947659;-77.02424622;Zona H;02/12/2019;18
2Hire:3463348;-12.09707165;-77.02424622;Zona C;05/12/2019;13
2Hire:3469842;-12.12954807;-77.02424622;Zona E-1;05/12/2019;21
2Hire:3435053;-12.12546539;-77.02425385;Zona E-1;03/12/2019;7
2Hire:3438797;-12.09218311;-77.02426147;Zona B;03/12/2019;12
2Hire:3436605;-12.12962437;-77.02426147;Zona E-1;03/12/2019;9
2Hire:3434947;-12.0893631;-77.0242691;Zona H;03/12/2019;7
2Hire:3448791;-12.13395309;-77.0242691;Zona G;04/12/2019;10
2Hire:3456706;-12.0924902;-77.02427673;Zona B;04/12/2019;23
2Hire:3430284;-12.09441757;-77.02427673;Zona B;02/12/2019;17
2Hire:3454473;-12.09702778;-77.02427673;Zona C;04/12/2019;18
2Hire:3432396;-12.09705257;-77.02427673;Zona C;02/12/2019;20
2Hire:3425922;-12.09697247;-77.02427673;Zona C;02/12/2019;11
2Hire:3448235;-12.09296322;-77.02428436;Zona B;04/12/2019;9
2Hire:3429980;-12.09209728;-77.02428436;Zona B;02/12/2019;17
2Hire:3464609;-12.09227276;-77.02429199;Zona B;05/12/2019;14
2Hire:3448584;-12.09778023;-77.02429199;Zona C;04/12/2019;10
2Hire:3422884;-12.1254282;-77.02429199;Zona E-1;02/12/2019;7
2Hire:3438705;-12.09777069;-77.02429962;Zona C;03/12/2019;12
2Hire:3466655;-12.09300423;-77.02430725;Zona B;05/12/2019;17
2Hire:3443033;-12.09211254;-77.02430725;Zona B;03/12/2019;18
2Hire:3423870;-12.12517262;-77.02430725;Zona E-1;02/12/2019;8
2Hire:3437004;-12.09207916;-77.02430725;Zona B;03/12/2019;9
2Hire:3464699;-12.08946323;-77.02431488;Zona H;05/12/2019;15
2Hire:3436218;-12.09701538;-77.02431488;Zona C;03/12/2019;9
2Hire:3453786;-12.12537766;-77.02431488;Zona E-1;04/12/2019;17
2Hire:3467815;-12.09313107;-77.02431488;Zona B;05/12/2019;18
2Hire:3468360;-12.09354877;-77.02431488;Zona B;05/12/2019;19
2Hire:3467552;-12.12890053;-77.02432251;Zona E-1;05/12/2019;18
2Hire:3436840;-12.09707832;-77.02432251;Zona C;03/12/2019;9
2Hire:3423808;-12.12969971;-77.02432251;Zona E-1;02/12/2019;8
2Hire:3466109;-12.09441471;-77.02433014;Zona B;05/12/2019;16
2Hire:3449996;-12.09313774;-77.02433014;Zona B;04/12/2019;12
2Hire:3447121;-12.09709358;-77.02433014;Zona C;04/12/2019;8
2Hire:3431536;-12.12751007;-77.02433777;Zona E-1;02/12/2019;19
2Hire:3442800;-12.09707165;-77.02433777;Zona C;03/12/2019;17
2Hire:3439444;-12.12001801;-77.02433777;Zona E-1;03/12/2019;13
2Hire:3458984;-12.12520504;-77.0243454;Zona E-1;05/12/2019;8
2Hire:3462115;-12.09296894;-77.0243454;Zona B;05/12/2019;12
2Hire:3454580;-12.09315205;-77.02435303;Zona B;04/12/2019;18
2Hire:3459252;-12.1251936;-77.02435303;Zona E-1;05/12/2019;8
2Hire:3431017;-12.09213924;-77.02435303;Zona B;02/12/2019;18
2Hire:3458560;-12.12630272;-77.02436066;Zona E-1;05/12/2019;8
2Hire:3446890;-12.09706306;-77.02436066;Zona C;04/12/2019;8
2Hire:3458919;-12.09678173;-77.02436066;Zona C;05/12/2019;8
2Hire:3462180;-12.09229755;-77.02436066;Zona B;05/12/2019;12
2Hire:3436948;-12.13082695;-77.02436066;Zona G;03/12/2019;9
2Hire:3424123;-12.09305573;-77.02436829;Zona B;02/12/2019;9
2Hire:3459404;-12.09702682;-77.02436829;Zona C;05/12/2019;8
2Hire:3459557;-12.09671593;-77.02436829;Zona C;05/12/2019;8
2Hire:3463543;-12.0970192;-77.02436829;Zona C;05/12/2019;13
2Hire:3434312;-12.12522793;-77.02437592;Zona E-1;03/12/2019;6
2Hire:3422921;-12.12520695;-77.02437592;Zona E-1;02/12/2019;7
2Hire:3466832;-12.12808132;-77.02437592;Zona E-1;05/12/2019;17
2Hire:3450350;-12.13279533;-77.02438354;Zona G;04/12/2019;13
2Hire:3423638;-12.1251936;-77.02438354;Zona E-1;02/12/2019;8
2Hire:3436457;-12.12519741;-77.02438354;Zona E-1;03/12/2019;9
2Hire:3435635;-12.12517643;-77.02438354;Zona E-1;03/12/2019;8
2Hire:3458944;-12.1251936;-77.02438354;Zona E-1;05/12/2019;8
2Hire:3468365;-12.09340191;-77.02438354;Zona B;05/12/2019;19
2Hire:3431069;-12.09272289;-77.02439117;Zona B;02/12/2019;18
2Hire:3442389;-12.09672165;-77.02439117;Zona C;03/12/2019;17
2Hire:3439479;-12.09307671;-77.02439117;Zona B;03/12/2019;13
2Hire:3461009;-12.09445381;-77.02439117;Zona B;05/12/2019;10
2Hire:3432067;-12.12547398;-77.02439117;Zona E-1;02/12/2019;19
2Hire:3442111;-12.09310532;-77.02439117;Zona B;03/12/2019;16
2Hire:3458706;-12.12521553;-77.02439117;Zona E-1;05/12/2019;8
2Hire:3447956;-12.09319496;-77.02439117;Zona B;04/12/2019;9
2Hire:3448010;-12.12518692;-77.02439117;Zona E-1;04/12/2019;9
2Hire:3432931;-12.09202957;-77.0243988;Zona B;02/12/2019;23
2Hire:3429683;-12.09215927;-77.0243988;Zona B;02/12/2019;17
2Hire:3432318;-12.12600994;-77.0243988;Zona E-1;02/12/2019;20
2Hire:3431301;-12.09458256;-77.0243988;Zona B;02/12/2019;18
2Hire:3446676;-12.09703541;-77.0243988;Zona C;04/12/2019;7
2Hire:3422536;-12.12519741;-77.0243988;Zona E-1;02/12/2019;7
2Hire:3458079;-12.12519169;-77.0243988;Zona E-1;05/12/2019;7
2Hire:3447295;-12.096735;-77.0243988;Zona C;04/12/2019;8
2Hire:3462591;-12.09319973;-77.0243988;Zona B;05/12/2019;12
2Hire:3431876;-12.09321117;-77.02440643;Zona B;02/12/2019;19
2Hire:3449655;-12.09287167;-77.02440643;Zona B;04/12/2019;12
2Hire:3432425;-12.09310532;-77.02440643;Zona B;02/12/2019;20
2Hire:3432456;-12.0967083;-77.02440643;Zona C;02/12/2019;20
2Hire:3445223;-12.12519741;-77.02440643;Zona E-1;03/12/2019;21
2Hire:3447975;-12.09081364;-77.02440643;Zona B;04/12/2019;9
2Hire:3446779;-12.09245872;-77.02440643;Zona B;04/12/2019;7
2Hire:3435946;-12.0912571;-77.02441406;Zona B;03/12/2019;8
2Hire:3447407;-12.09792519;-77.02441406;Zona C;04/12/2019;8
2Hire:3432700;-12.09661961;-77.02441406;Zona C;02/12/2019;21
2Hire:3454621;-12.09665298;-77.02441406;Zona C;04/12/2019;18
2Hire:3431057;-12.09314632;-77.02441406;Zona B;02/12/2019;18
2Hire:3442812;-12.09448719;-77.02441406;Zona B;03/12/2019;17
2Hire:3454806;-12.09704971;-77.02441406;Zona C;04/12/2019;18
2Hire:3423035;-12.09671593;-77.02442169;Zona C;02/12/2019;8
2Hire:3455523;-12.0967207;-77.02442169;Zona C;04/12/2019;19
2Hire:3427115;-12.09315395;-77.02442169;Zona B;02/12/2019;13
2Hire:3456529;-12.12518692;-77.02442169;Zona E-1;04/12/2019;21
2Hire:3455460;-12.11945343;-77.02442169;Zona E-1;04/12/2019;19
2Hire:3431947;-12.12521172;-77.02442169;Zona E-1;02/12/2019;19
2Hire:3434713;-12.12515926;-77.02442169;Zona E-1;03/12/2019;7
2Hire:3449944;-12.122962;-77.02442169;Zona E-1;04/12/2019;12
2Hire:3469741;-12.09668827;-77.02442932;Zona C;05/12/2019;21
2Hire:3431282;-12.09346294;-77.02442932;Zona B;02/12/2019;18
2Hire:3461331;-12.10175896;-77.02442932;Zona C;05/12/2019;11
2Hire:3467655;-12.09670353;-77.02442932;Zona C;05/12/2019;18
2Hire:3454691;-12.09668827;-77.02442932;Zona C;04/12/2019;18
2Hire:3443553;-12.09342957;-77.02442932;Zona B;03/12/2019;18
2Hire:3466122;-12.09290886;-77.02442932;Zona B;05/12/2019;16
2Hire:3446946;-12.09695816;-77.02443695;Zona C;04/12/2019;8
2Hire:3432148;-12.09317303;-77.02443695;Zona B;02/12/2019;20
2Hire:3459991;-12.09674358;-77.02443695;Zona C;05/12/2019;9
2Hire:3465981;-12.09305;-77.02443695;Zona B;05/12/2019;16
2Hire:3465964;-12.09305;-77.02443695;Zona B;05/12/2019;16
2Hire:3445444;-12.12536621;-77.02443695;Zona E-1;03/12/2019;23
2Hire:3455214;-12.09318733;-77.02443695;Zona B;04/12/2019;18
2Hire:3467661;-12.09321594;-77.02444458;Zona B;05/12/2019;18
2Hire:3445160;-12.09448528;-77.02444458;Zona B;03/12/2019;21
2Hire:3446789;-12.09703445;-77.02444458;Zona C;04/12/2019;7
2Hire:3444190;-12.125741;-77.02444458;Zona E-1;03/12/2019;19
2Hire:3446590;-12.12517548;-77.02444458;Zona E-1;04/12/2019;7
2Hire:3438684;-12.09309864;-77.02444458;Zona B;03/12/2019;12
2Hire:3431093;-12.09325504;-77.02444458;Zona B;02/12/2019;18
2Hire:3432527;-12.09663391;-77.02444458;Zona C;02/12/2019;21
2Hire:3446517;-12.11946964;-77.02445221;Zona E-1;04/12/2019;7
2Hire:3453328;-12.09669876;-77.02445221;Zona C;04/12/2019;16
2Hire:3451558;-12.12586594;-77.02445221;Zona E-1;04/12/2019;14
2Hire:3459974;-12.09674168;-77.02445221;Zona C;05/12/2019;9
2Hire:3431292;-12.09319878;-77.02445221;Zona B;02/12/2019;18
2Hire:3463448;-12.09310436;-77.02445221;Zona B;05/12/2019;13
2Hire:3449697;-12.12518597;-77.02445221;Zona E-1;04/12/2019;12
2Hire:3455387;-12.12672329;-77.02445221;Zona E-1;04/12/2019;19
2Hire:3435890;-12.0967226;-77.02445221;Zona C;03/12/2019;8
2Hire:3432473;-12.09672642;-77.02445221;Zona C;02/12/2019;20
2Hire:3437583;-12.09303379;-77.02445221;Zona B;03/12/2019;10
2Hire:3458388;-12.09085178;-77.02445221;Zona B;05/12/2019;7
2Hire:3456729;-12.09669685;-77.02445221;Zona C;04/12/2019;23
2Hire:3431615;-12.09673882;-77.02445984;Zona C;02/12/2019;19
2Hire:3446651;-12.096735;-77.02445984;Zona C;04/12/2019;7
2Hire:3430267;-12.09333611;-77.02445984;Zona B;02/12/2019;17
2Hire:3456659;-12.09675217;-77.02445984;Zona C;04/12/2019;22
2Hire:3432474;-12.08943462;-77.02445984;Zona H;02/12/2019;20
2Hire:3423960;-12.0967226;-77.02445984;Zona C;02/12/2019;8
2Hire:3455256;-12.09205246;-77.02445984;Zona B;04/12/2019;18
2Hire:3469574;-12.08950424;-77.02445984;Zona H;05/12/2019;20
2Hire:3445218;-12.09671307;-77.02445984;Zona C;03/12/2019;21
2Hire:3431965;-12.09669399;-77.02445984;Zona C;02/12/2019;19
2Hire:3462553;-12.09299564;-77.02446747;Zona B;05/12/2019;12
2Hire:3435227;-12.09671974;-77.02446747;Zona C;03/12/2019;8
2Hire:3459661;-12.09085083;-77.02446747;Zona B;05/12/2019;9
2Hire:3429836;-12.093153;-77.02446747;Zona B;02/12/2019;17
2Hire:3462551;-12.09313488;-77.02446747;Zona B;05/12/2019;12
2Hire:3424546;-12.09613609;-77.02446747;Zona B;02/12/2019;9
2Hire:3446507;-12.09671688;-77.02446747;Zona C;04/12/2019;7
2Hire:3455077;-12.0967598;-77.02446747;Zona C;04/12/2019;18
2Hire:3468109;-12.09309387;-77.02446747;Zona B;05/12/2019;18
2Hire:3467304;-12.12547684;-77.02446747;Zona E-1;05/12/2019;18
2Hire:3455207;-12.12560654;-77.02446747;Zona E-1;04/12/2019;18
2Hire:3429092;-12.0931778;-77.0244751;Zona B;02/12/2019;16
2Hire:3458044;-12.09676743;-77.0244751;Zona C;05/12/2019;7
2Hire:3468934;-12.09672642;-77.0244751;Zona C;05/12/2019;19
2Hire:3453821;-12.090868;-77.0244751;Zona B;04/12/2019;17
2Hire:3447296;-12.09675503;-77.0244751;Zona C;04/12/2019;8
2Hire:3454833;-12.09673309;-77.0244751;Zona C;04/12/2019;18
2Hire:3447372;-12.09672928;-77.0244751;Zona C;04/12/2019;8
2Hire:3469721;-12.09672165;-77.0244751;Zona C;05/12/2019;21
2Hire:3449625;-12.09210682;-77.0244751;Zona B;04/12/2019;12
2Hire:3469814;-12.09670067;-77.0244751;Zona C;05/12/2019;21
2Hire:3459887;-12.09673977;-77.02448273;Zona C;05/12/2019;9
2Hire:3423882;-12.09675694;-77.02448273;Zona C;02/12/2019;8
2Hire:3445447;-12.09673119;-77.02448273;Zona C;03/12/2019;23
2Hire:3447402;-12.09678745;-77.02448273;Zona C;04/12/2019;8
2Hire:3432757;-12.09670162;-77.02448273;Zona C;02/12/2019;22
2Hire:3431059;-12.09311676;-77.02448273;Zona B;02/12/2019;18
2Hire:3423741;-12.09673691;-77.02448273;Zona C;02/12/2019;8
2Hire:3469285;-12.09671879;-77.02448273;Zona C;05/12/2019;20
2Hire:3430256;-12.09313393;-77.02448273;Zona B;02/12/2019;17
2Hire:3467813;-12.09304428;-77.02448273;Zona B;05/12/2019;18
2Hire:3445387;-12.12518215;-77.02448273;Zona E-1;03/12/2019;22
2Hire:3455181;-12.12565041;-77.02448273;Zona E-1;04/12/2019;18
2Hire:3456788;-12.09675312;-77.02448273;Zona C;04/12/2019;23
2Hire:3450298;-12.12516022;-77.02448273;Zona E-1;04/12/2019;13
2Hire:3451735;-12.13631725;-77.02448273;Zona G;04/12/2019;14
2Hire:3460563;-12.0966959;-77.02448273;Zona C;05/12/2019;10
2Hire:3462815;-12.0931921;-77.02448273;Zona B;05/12/2019;13
2Hire:3469038;-12.12536907;-77.02448273;Zona E-1;05/12/2019;19
2Hire:3459551;-12.0911293;-77.02448273;Zona B;05/12/2019;8
2Hire:3459985;-12.09673786;-77.02449036;Zona C;05/12/2019;9
2Hire:3455134;-12.0933218;-77.02449036;Zona B;04/12/2019;18
2Hire:3445294;-12.12624741;-77.02449036;Zona E-1;03/12/2019;22
2Hire:3459896;-12.11980915;-77.02449036;Zona E-1;05/12/2019;9
2Hire:3460037;-12.09671783;-77.02449036;Zona C;05/12/2019;9
2Hire:3444106;-12.09695244;-77.02449036;Zona C;03/12/2019;19
2Hire:3442742;-12.09297466;-77.02449799;Zona B;03/12/2019;17
2Hire:3430032;-12.09317398;-77.02449799;Zona B;02/12/2019;17
2Hire:3432684;-12.09665871;-77.02449799;Zona C;02/12/2019;21
2Hire:3455445;-12.09329414;-77.02449799;Zona B;04/12/2019;19
2Hire:3447881;-12.12520885;-77.02449799;Zona E-1;04/12/2019;9
2Hire:3453626;-12.12663937;-77.02449799;Zona E-1;04/12/2019;17
2Hire:3431625;-12.12542725;-77.02449799;Zona E-1;02/12/2019;19
2Hire:3435954;-12.09310341;-77.02450562;Zona B;03/12/2019;8
2Hire:3456335;-12.09290791;-77.02450562;Zona B;04/12/2019;21
2Hire:3445509;-12.096735;-77.02450562;Zona C;03/12/2019;23
2Hire:3431418;-12.09340096;-77.02450562;Zona B;02/12/2019;18
2Hire:3422546;-12.09317017;-77.02450562;Zona B;02/12/2019;7
2Hire:3431776;-12.09323692;-77.02450562;Zona B;02/12/2019;19
2Hire:3462337;-12.09090614;-77.02450562;Zona B;05/12/2019;12
2Hire:3455045;-12.09314919;-77.02450562;Zona B;04/12/2019;18
2Hire:3463836;-12.09448814;-77.02450562;Zona B;05/12/2019;14
2Hire:3460944;-12.09227371;-77.02451324;Zona B;05/12/2019;10
2Hire:3434546;-12.0966959;-77.02451324;Zona C;03/12/2019;7
2Hire:3425932;-12.09322071;-77.02451324;Zona B;02/12/2019;12
2Hire:3455500;-12.09340763;-77.02451324;Zona B;04/12/2019;19
2Hire:3458134;-12.09683228;-77.02451324;Zona C;05/12/2019;7
2Hire:3454484;-12.12513733;-77.02452087;Zona E-1;04/12/2019;18
2Hire:3455039;-12.12563992;-77.02452087;Zona E-1;04/12/2019;18
2Hire:3468599;-12.09670353;-77.02452087;Zona C;05/12/2019;19
2Hire:3455454;-12.09339523;-77.02452087;Zona B;04/12/2019;19
2Hire:3444262;-12.09313869;-77.02452087;Zona B;03/12/2019;19
2Hire:3464010;-12.121912;-77.02452087;Zona E-1;05/12/2019;14
2Hire:3431484;-12.09290409;-77.02452087;Zona B;02/12/2019;19
2Hire:3454377;-12.09308815;-77.02452087;Zona B;04/12/2019;17
2Hire:3443206;-12.09653664;-77.0245285;;03/12/2019;18
2Hire:3455033;-12.09129333;-77.0245285;Zona B;04/12/2019;18
2Hire:3444648;-12.09673595;-77.0245285;Zona C;03/12/2019;20
2Hire:3466931;-12.09673691;-77.0245285;Zona C;05/12/2019;17
2Hire:3443164;-12.09302521;-77.0245285;Zona B;03/12/2019;18
2Hire:3439051;-12.09312057;-77.0245285;Zona B;03/12/2019;13
2Hire:3443694;-12.09311199;-77.0245285;Zona B;03/12/2019;18
2Hire:3455303;-12.09356022;-77.0245285;Zona B;04/12/2019;19
2Hire:3468691;-12.11961937;-77.0245285;Zona E-1;05/12/2019;19
2Hire:3444170;-12.09328747;-77.0245285;Zona B;03/12/2019;19
2Hire:3444633;-12.13005543;-77.02453613;Zona E-1;03/12/2019;19
2Hire:3424425;-12.09671211;-77.02453613;Zona C;02/12/2019;9
2Hire:3444532;-12.09310818;-77.02453613;Zona B;03/12/2019;19
2Hire:3467170;-12.09671879;-77.02453613;Zona C;05/12/2019;18
2Hire:3431265;-12.09317303;-77.02453613;Zona B;02/12/2019;18
2Hire:3443671;-12.09990215;-77.02453613;Zona C;03/12/2019;18
2Hire:3466654;-12.09305191;-77.02453613;Zona B;05/12/2019;17
2Hire:3458170;-12.12539673;-77.02453613;Zona E-1;05/12/2019;7
2Hire:3427994;-12.13087273;-77.02453613;Zona G;02/12/2019;14
2Hire:3459679;-12.09229946;-77.02454376;Zona B;05/12/2019;9
2Hire:3454761;-12.09307671;-77.02454376;Zona B;04/12/2019;18
2Hire:3441434;-12.13000393;-77.02454376;Zona E-1;03/12/2019;15
2Hire:3466064;-12.09673595;-77.02454376;Zona C;05/12/2019;16
2Hire:3427619;-12.12492561;-77.02454376;Zona E-1;02/12/2019;13
2Hire:3468423;-12.09129524;-77.02454376;Zona B;05/12/2019;19
2Hire:3444285;-12.09333229;-77.02455139;Zona B;03/12/2019;19
